tt0207280,Wild Things,1998,2000,60,Reality-TV,5.7,9
tt0227958,Susana GimÃ©nez,1998,\N,60,Music/Reality-TV/Talk-Show,5.7,81
tt0126222,Brutale meiden,1997,\N,\N,Reality-TV,5.6,9
tt0204113,You've Been Framed!,1990,\N,30,Comedy/Reality-TV,5.6,999
tt0252780,Postcards,1999,2008,30,News/Reality-TV,5.6,9
tt0260597,71Â° nord,1999,\N,50,Game-Show/Reality-TV,5.6,51
tt0346306,Judge Hatchett,2000,\N,60,Reality-TV,5.6,77
tt0370223,The Villa,1999,2004,52,Reality-TV,5.6,37
tt0466980,Shocking Behavior Caught on Tape: Part 1,1998,\N,\N,Reality-TV,5.6,5
tt0800313,Beverly Hills/ 90210: A Christmas Special,1994,\N,\N,Reality-TV,5.6,24
tt0344645,Fort Boyard,2000,\N,60,Adventure/Game-Show/Reality-TV,5.5,20
tt0375369,Lo que necesitas es amor,1993,1999,120,Reality-TV/Romance/Talk-Show,5.5,10
tt0457225,Behind Bars,1994,1995,30,Reality-TV,5.5,15
tt0830284,Club Connect,1995,1998,30,Reality-TV,5.5,17
tt0137313,Kids Say the Darndest Things,1998,2000,30,Comedy/Family/Reality-TV,5.4,208
tt0220735,Robinsonekspedisjonen,2000,\N,60,Adventure/Game-Show/Reality-TV,5.4,42
tt0346307,Judge Mathis,1998,\N,60,Reality-TV,5.4,473
tt0805812,Clever - Das Service Magazin,1999,2000,\N,Reality-TV,5.4,5
tt0207873,Candid Camera,1992,\N,\N,Reality-TV,5.3,6
tt0238807,Split Screen,1997,2000,\N,Reality-TV/Talk-Show,5.3,46
tt0251497,Big Brother,2000,\N,44,Game-Show/Reality-TV,5.3,9424
tt0305473,Ã„ntligen hemma,1997,\N,30,Reality-TV,5.3,44
tt0476261,Iki Haole: Nico's Hawaiian Adventure,1995,\N,53,Reality-TV,5.3,38
tt0331396,Handsome Reward,1999,\N,\N,Adventure/Game-Show/Reality-TV,5.2,20
tt0101057,Candid Camera,1991,\N,30,Comedy/Reality-TV,5.1,80
tt0276656,Cribs,2000,\N,30,Music/Reality-TV,5.1,1533
tt0177399,You're Invited to Mary-Kate & Ashley's Costume Party,1998,\N,23,Family/Music/Reality-TV,5,90
tt0177458,Road Rules,1995,2007,30,Adventure/Game-Show/Reality-TV,5,477
tt0287201,Change of Heart,1998,2003,\N,Game-Show/Reality-TV/Romance,5,38
tt0103520,The Real World,1992,\N,30,Drama/Reality-TV,4.9,3710
tt0380144,Supervivientes,2000,2001,90,Adventure/Game-Show/Reality-TV,4.9,7
tt0778703,Girls Gone Wild on Campus,2000,\N,\N,Reality-TV,4.9,22
tt0180954,The Real World You Never Saw,1997,\N,45,Documentary/Reality-TV,4.8,28
tt0335120,Girls Gone Wild: Sexy Sorority Sweethearts,2000,\N,45,Reality-TV,4.8,64
tt0338614,House Doctor,1998,\N,25,Reality-TV,4.8,93
tt0373865,Girls Gone Wild: College Spring Break,1999,\N,59,Reality-TV,4.8,66
tt0475905,Coast Guard,1995,1997,\N,Reality-TV,4.8,5
tt0859216,Atlanta's Best New Homes,1998,\N,30,Reality-TV,4.8,5
tt0163927,Die Anrheiner,1998,\N,25,Drama/Family/Reality-TV,4.7,17
tt0185087,Martha Stewart Living,1996,2004,60,Reality-TV,4.7,102
tt0211134,America's Dumbest Criminals,1996,\N,\N,Crime/Reality-TV,4.7,101
tt0243688,Backyard Blitz,2000,\N,\N,Reality-TV,4.7,35
tt0250878,Het leven zoals het is...,1993,\N,5,Reality-TV,4.7,6
tt0268792,Curtis Court,2000,2001,30,Reality-TV,4.7,7
tt0249044,Naked News,1999,\N,60,Comedy/News/Reality-TV,4.6,710
tt0252126,Bare Necessities,2000,\N,\N,Adventure/Game-Show/Reality-TV,4.6,9
tt0259814,Taxi Orange,2000,\N,\N,Reality-TV,4.6,20
tt0270118,Cheaters,2000,\N,30,Reality-TV,4.6,1318
tt0289640,Alfredissimo! - Kochen mit Bio,1994,\N,46,Reality-TV/Talk-Show,4.6,63
tt0465341,Matchmaker,1999,2008,30,Reality-TV,4.6,14
tt0480085,Bitte lÃ¤cheln,1990,1998,\N,Comedy/Reality-TV,4.6,17
tt0981205,Junior Masterchef,1994,1999,\N,Game-Show/Reality-TV,4.6,7
tt0243693,Crush,2000,\N,30,Game-Show/Reality-TV/Romance,4.5,8
tt0267151,Australia's Funniest Home Video Show,1990,2014,60,Comedy/Reality-TV,4.5,127
